Model,Scenario,Region,Sector,Unit,Year,Value,Value baseline,Value_diff,Direct Emissions Costs,Direct baseline,Direct Emission Costs diff,Indirect Emission Costs,Ind baseline,Indirect Emissions Costs diff
REMIND-MAgPIE 1.7-3.0,Current Policies,OECD90 + EU,Transportation,EJ/yr,2040,55.8791,55.8791,0,15076554179.4408,15076554179.4408,0,4406661385960,4406661385960,0
REMIND-MAgPIE 1.7-3.0,Current Policies,OECD90 + EU,Transportation,EJ/yr,2050,57.5069,57.5069,0,17539415363.914,17539415363.914,0,5377786804750,5377786804750,0
REMIND-MAgPIE 1.7-3.0,Current Policies,OECD90 + EU,Transportation,EJ/yr,2060,57.9336,57.9336,0,19354051536.1995,19354051536.1995,0,6433252988530,6433252988530,0
REMIND-MAgPIE 1.7-3.0,Current Policies,OECD90 + EU,Transportation,EJ/yr,2070,56.6636,56.6636,0,19754825380.3108,19754825380.3108,0,6746987145760,6746987145760,0
REMIND-MAgPIE 1.7-3.0,Current Policies,OECD90 + EU,Transportation,EJ/yr,2080,59.4675,59.4675,0,21029942125.8013,21029942125.8013,0,7663744680310,7663744680310,0
REMIND-MAgPIE 1.7-3.0,Current Policies,OECD90 + EU,Transportation,EJ/yr,2090,57.1995,57.1995,0,20164516686.4403,20164516686.4403,0,6760470371170,6760470371170,0
REMIND-MAgPIE 1.7-3.0,Current Policies,OECD90 + EU,Transportation,EJ/yr,2100,60.4509,60.4509,0,21783006389.79,21783006389.79,0,7875936774620,7875936774620,0
REMIND-MAgPIE 1.7-3.0,2.0ºC,World,Industry,EJ/yr,2020,181.7127,181.7127,0,6464500188.78562,6464500188.78562,0,2240095324410,2240095324410,0
REMIND-MAgPIE 1.7-3.0,2.0ºC,World,Industry,EJ/yr,2030,188.7162,217.3907,-28.6745,224978004325.807,6753669952.16932,218224334373.638,3409875505880,2899744271670,510131234210
REMIND-MAgPIE 1.7-3.0,2.0ºC,World,Industry,EJ/yr,2040,217.1688,259.4227,-42.2539,166369131577.327,9387725449.56392,156981406127.763,4552519073110,3575766322200,976752750910
REMIND-MAgPIE 1.7-3.0,2.0ºC,World,Industry,EJ/yr,2050,243.8941,294.0438,-50.1497,124703964713.446,13052745820.2273,111651218893.219,5726549773490,4190310555310,1536239218180
REMIND-MAgPIE 1.7-3.0,2.0ºC,World,Industry,EJ/yr,2060,268.0704,323.8795,-55.8091,177387852991.582,17557842988.1606,159830010003.421,6991136688820,4996135571780,1995001117040
REMIND-MAgPIE 1.7-3.0,2.0ºC,World,Industry,EJ/yr,2070,289.9322,347.5915,-57.6593,243241016950.409,23384165248.0526,219856851702.356,8386384683370,6118913380900,2267471302470
REMIND-MAgPIE 1.7-3.0,2.0ºC,World,Industry,EJ/yr,2080,313.7063,374.3071,-60.6008,299654638747.293,30233000318.2266,269421638429.066,10155955619880,6670869434000,3485086185880
REMIND-MAgPIE 1.7-3.0,2.0ºC,World,Industry,EJ/yr,2090,338.2112,393.0884,-54.8772,370374982057.59,40717071751.3219,329657910306.268,10564326184290,6640385785440,3923940398850
REMIND-MAgPIE 1.7-3.0,2.0ºC,World,Industry,EJ/yr,2100,354.1284,404.6012,-50.4728,413104792324.91,50474923728.8685,362629868596.041,11902812109480,7536012936830,4366799172650
REMIND-MAgPIE 1.7-3.0,2.0ºC,World,ResidentialCommercial,EJ/yr,2020,138.524,138.524,0,5490000213.63,5490000213.63,0,0,0,0
REMIND-MAgPIE 1.7-3.0,2.0ºC,World,ResidentialCommercial,EJ/yr,2030,142.4632,165.9401,-23.4769,190291934399.7,6490887718,183801046681.7,0,0,0
REMIND-MAgPIE 1.7-3.0,2.0ºC,World,ResidentialCommercial,EJ/yr,2040,163.6006,199.6712,-36.0706,280973363690.8,10663561982.4,270309801708.4,0,0,0
REMIND-MAgPIE 1.7-3.0,2.0ºC,World,ResidentialCommercial,EJ/yr,2050,191.3293,226.6979,-35.3686,376932395599.2,15567041670,361365353929.2,0,0,0
REMIND-MAgPIE 1.7-3.0,2.0ºC,World,ResidentialCommercial,EJ/yr,2060,218.3198,251.388,-33.0682,460630942007.6,20475408391.2,440155533616.4,0,0,0
REMIND-MAgPIE 1.7-3.0,2.0ºC,World,ResidentialCommercial,EJ/yr,2070,244.0837,276.0094,-31.9257,541879731210,26329194637.2,515550536572.8,0,0,0
REMIND-MAgPIE 1.7-3.0,2.0ºC,World,ResidentialCommercial,EJ/yr,2080,271.1376,303.8516,-32.714,651829632919.6,33479803427.4,618349829492.2,0,0,0
REMIND-MAgPIE 1.7-3.0,2.0ºC,World,ResidentialCommercial,EJ/yr,2090,300.5647,328.7098,-28.1451,708300614469.6,42834293028.8,665466321440.8,0,0,0
REMIND-MAgPIE 1.7-3.0,2.0ºC,World,ResidentialCommercial,EJ/yr,2100,324.4388,349.9746,-25.5358,835743649106.4,54546283761.5,781197365344.9,0,0,0
REMIND-MAgPIE 1.7-3.0,2.0ºC,World,Transportation,EJ/yr,2020,118.6948,118.6948,0,14233993370.6,14233993370.6,0,1812462338220,1812462338220,0
REMIND-MAgPIE 1.7-3.0,2.0ºC,World,Transportation,EJ/yr,2030,135.3047,137.5115,-2.2068,595536094740.3,16454109700,579081985040.3,2939741031890,2337606930280,602134101610
REMIND-MAgPIE 1.7-3.0,2.0ºC,World,Transportation,EJ/yr,2040,142.9576,157.7641,-14.8065,957443047224.4,25481672248,931961374976.4,3909687685070,2702638960720,1207048724350
REMIND-MAgPIE 1.7-3.0,2.0ºC,World,Transportation,EJ/yr,2050,142.8482,172.067,-29.2188,1323896040247.8,36906722040,1286989318207.8,4784943793300,3456020841820,1328922951480
REMIND-MAgPIE 1.7-3.0,2.0ºC,World,Transportation,EJ/yr,2060,138.5216,180.5953,-42.0737,1702571478543.6,50722202917,1651849275626.6,5828771032310,4186703046770,1642067985540
REMIND-MAgPIE 1.7-3.0,2.0ºC,World,Transportation,EJ/yr,2070,130.1252,178.7431,-48.6179,1811032417014.2,64493885648,1746538531366.2,6192618515580,4367503969800,1825114545780
REMIND-MAgPIE 1.7-3.0,2.0ºC,World,Transportation,EJ/yr,2080,134.0902,191.073,-56.9828,1884603529321.2,86630398140,1797973131181.2,7323421222500,5177771794540,2145649427960
REMIND-MAgPIE 1.7-3.0,2.0ºC,World,Transportation,EJ/yr,2090,132.4731,186.6324,-54.1593,2070075326198.4,107127689357,1962947636841.4,7750687052540,4763405253740,2987281798800
REMIND-MAgPIE 1.7-3.0,2.0ºC,World,Transportation,EJ/yr,2100,144.5473,201.5511,-57.0038,2319737697801.7,138229571937,2181508125864.7,9293118703950,5823650931500,3469467772450
REMIND-MAgPIE 1.7-3.0,2.0ºC,Asia (No Japan),Industry,EJ/yr,2020,86.6998,86.6998,0,1959604927.22576,1951762216.15674,7842711.06902003,3327289197480,3327289197480,0
REMIND-MAgPIE 1.7-3.0,2.0ºC,Asia (No Japan),Industry,EJ/yr,2030,94.2172,109.5913,-15.3741,141033438466.493,2171782339.58527,138861656126.908,5413717437160,4209625844220,1204091592940
REMIND-MAgPIE 1.7-3.0,2.0ºC,Asia (No Japan),Industry,EJ/yr,2040,112.604,134.4904,-21.8864,101631403256.243,4074228545.76528,97557174710.4777,7215601007410,5049548958700,2166052048710
REMIND-MAgPIE 1.7-3.0,2.0ºC,Asia (No Japan),Industry,EJ/yr,2050,125.7817,152.301,-26.5193,74343939853.4697,6487849687.80413,67856090165.6656,9002475001500,5045005558370,3957469443130
REMIND-MAgPIE 1.7-3.0,2.0ºC,Asia (No Japan),Industry,EJ/yr,2060,133.6722,164.2355,-30.5633,103282838360.523,9236165285.10273,94046673075.4203,10897884703410,5919049487300,4978835216110
REMIND-MAgPIE 1.7-3.0,2.0ºC,Asia (No Japan),Industry,EJ/yr,2070,139.0184,171.0523,-32.0339,135645162567.091,12319643373.4314,123325519193.66,12868227950140,8323528785830,4544699164310
REMIND-MAgPIE 1.7-3.0,2.0ºC,Asia (No Japan),Industry,EJ/yr,2080,144.8407,179.5727,-34.732,162474383606.794,15927083887.9657,146547299718.828,15380210351790,7645017548820,7735192802970
REMIND-MAgPIE 1.7-3.0,2.0ºC,Asia (No Japan),Industry,EJ/yr,2090,150.1045,184.0905,-33.986,188920878781.474,20559165953.4584,168361712828.016,15676277622160,7683448584700,7992829037460
REMIND-MAgPIE 1.7-3.0,2.0ºC,Asia (No Japan),Industry,EJ/yr,2100,154.1459,187.9601,-33.8142,204813808303.201,25140643447.7022,179673164855.499,17406721753950,8599666684930,8807055069020
REMIND-MAgPIE 1.7-3.0,2.0ºC,Asia (No Japan),ResidentialCommercial,EJ/yr,2020,43.3093,43.3093,0,631307761.3979,628781147.844585,2526613.55331504,0,0,0
REMIND-MAgPIE 1.7-3.0,2.0ºC,Asia (No Japan),ResidentialCommercial,EJ/yr,2030,49.3558,58.468,-9.1122,61286450516.19,914554325.528512,60371896190.6615,0,0,0
REMIND-MAgPIE 1.7-3.0,2.0ºC,Asia (No Japan),ResidentialCommercial,EJ/yr,2040,65.0659,78.4341,-13.3682,103616169555.8,2434636226.38998,101181533329.41,0,0,0
REMIND-MAgPIE 1.7-3.0,2.0ºC,Asia (No Japan),ResidentialCommercial,EJ/yr,2050,80.7497,92.7169,-11.9672,140101048053.12,4334138379.54484,135766909673.575,0,0,0
REMIND-MAgPIE 1.7-3.0,2.0ºC,Asia (No Japan),ResidentialCommercial,EJ/yr,2060,92.8133,103.8707,-11.0574,162152229009.12,6242560534.37388,155909668474.746,0,0,0
REMIND-MAgPIE 1.7-3.0,2.0ºC,Asia (No Japan),ResidentialCommercial,EJ/yr,2070,101.3194,113.3167,-11.9973,199950680531.42,8598312483.46823,191352368047.952,0,0,0
REMIND-MAgPIE 1.7-3.0,2.0ºC,Asia (No Japan),ResidentialCommercial,EJ/yr,2080,109.0072,123.1373,-14.1301,238119609820.86,11174831939.7781,226944777881.082,0,0,0
REMIND-MAgPIE 1.7-3.0,2.0ºC,Asia (No Japan),ResidentialCommercial,EJ/yr,2090,115.7664,130.5732,-14.8068,260819058167.64,13957400688.6015,246861657479.038,0,0,0
REMIND-MAgPIE 1.7-3.0,2.0ºC,Asia (No Japan),ResidentialCommercial,EJ/yr,2100,120.5809,136.9358,-16.3549,300893538106.09,17600117879.61,283293420226.48,0,0,0
REMIND-MAgPIE 1.7-3.0,2.0ºC,Asia (No Japan),Transportation,EJ/yr,2020,34.0922,34.0922,0,1637426931.67474,1630873638.12902,6553293.5457201,1655210851080,1655210851080,0
REMIND-MAgPIE 1.7-3.0,2.0ºC,Asia (No Japan),Transportation,EJ/yr,2030,45.7261,45.349,0.3771,169222339622.85,2332144884.21886,166890194738.631,3127125503150,2340725503260,786399999890
REMIND-MAgPIE 1.7-3.0,2.0ºC,Asia (No Japan),Transportation,EJ/yr,2040,52.9537,56.0807,-3.127,292434627796.96,5192430227.8411,287242197569.119,4328092836970,2471995796160,1856097040810
REMIND-MAgPIE 1.7-3.0,2.0ºC,Asia (No Japan),Transportation,EJ/yr,2050,54.002,61.6179,-7.6159,404335118376.84,8222948177.92842,396112170198.912,5383816137300,2926493887910,2457322249390
REMIND-MAgPIE 1.7-3.0,2.0ºC,Asia (No Japan),Transportation,EJ/yr,2060,52.4599,63.5281,-11.0682,532696955832.3,11183709557.8279,521513246274.472,6939232036850,3302992519260,3636239517590
REMIND-MAgPIE 1.7-3.0,2.0ºC,Asia (No Japan),Transportation,EJ/yr,2070,48.5507,61.8433,-13.2926,556300962200.02,14320954416.3323,541980007783.688,7312229654320,3652616060160,3659613594160
REMIND-MAgPIE 1.7-3.0,2.0ºC,Asia (No Japan),Transportation,EJ/yr,2080,48.8875,65.6849,-16.7974,580010903092.82,19699352911.7154,560311550181.105,8458369591620,4011512732410,4446856859210
REMIND-MAgPIE 1.7-3.0,2.0ºC,Asia (No Japan),Transportation,EJ/yr,2090,47.528,64.4995,-16.9715,648529584548.04,24069263937.4697,624460320610.57,8684083834190,3828702536880,4855381297310
REMIND-MAgPIE 1.7-3.0,2.0ºC,Asia (No Japan),Transportation,EJ/yr,2100,50.6729,68.6958,-18.0229,749751772569.01,29318764791.58,720433007777.43,10091988494050,4436761258750,5655227235300
REMIND-MAgPIE 1.7-3.0,2.0ºC,Middle East + Africa,Industry,EJ/yr,2020,20.528,20.528,0,159760411.569609,159760411.569609,0,418570837480,418570837480,0
REMIND-MAgPIE 1.7-3.0,2.0ºC,Middle East + Africa,Industry,EJ/yr,2030,22.928,28.2565,-5.3285,20768364392.0386,214649293.697493,20553715098.3411,731608860160,639113160870,92495699290
REMIND-MAgPIE 1.7-3.0,2.0ºC,Middle East + Africa,Industry,EJ/yr,2040,28.3921,37.3263,-8.9342,17161685421.9628,584894837.268537,16576790584.6943,1156457245000,987308540760,169148704240
REMIND-MAgPIE 1.7-3.0,2.0ºC,Middle East + Africa,Industry,EJ/yr,2050,36.7273,48.0886,-11.3613,14047412414.0515,1128126895.02799,12919285519.0235,1731827646800,1466232240520,265595406280
REMIND-MAgPIE 1.7-3.0,2.0ºC,Middle East + Africa,Industry,EJ/yr,2060,46.7404,60.3359,-13.5955,21631321093.8753,1856745196.54208,19774575897.3332,2548228223490,2064951590790,483276632700
REMIND-MAgPIE 1.7-3.0,2.0ºC,Middle East + Africa,Industry,EJ/yr,2070,57.1801,72.1273,-14.9472,34520343218.9918,3091473842.96401,31428869376.0278,3442775529300,2677057678290,765717851010
REMIND-MAgPIE 1.7-3.0,2.0ºC,Middle East + Africa,Industry,EJ/yr,2080,69.459,85.1137,-15.6547,46889562256.7403,4609720470.62386,42279841786.1164,4556363462830,3476228036410,1080135426420
REMIND-MAgPIE 1.7-3.0,2.0ºC,Middle East + Africa,Industry,EJ/yr,2090,83.0532,96.6702,-13.617,75718885317.5547,8328674636.18502,67390210681.3697,5135326854700,3748528084800,1386798769900
REMIND-MAgPIE 1.7-3.0,2.0ºC,Middle East + Africa,Industry,EJ/yr,2100,91.4239,102.9977,-11.5738,90084950701.1477,11167219004.5859,78917731696.5618,6025152683160,4391522811440,1633629871720
REMIND-MAgPIE 1.7-3.0,2.0ºC,Middle East + Africa,ResidentialCommercial,EJ/yr,2020,25.1959,25.1959,0,362783950.31,362783950.31,0,0,0,0
REMIND-MAgPIE 1.7-3.0,2.0ºC,Middle East + Africa,ResidentialCommercial,EJ/yr,2030,23.406,31.0889,-7.6829,32903964883.14,602003332.58,32301961550.56,0,0,0
REMIND-MAgPIE 1.7-3.0,2.0ºC,Middle East + Africa,ResidentialCommercial,EJ/yr,2040,24.8895,36.7825,-11.893,50673075512.84,1800444929.25,48872630583.59,0,0,0
REMIND-MAgPIE 1.7-3.0,2.0ºC,Middle East + Africa,ResidentialCommercial,EJ/yr,2050,30.3257,42.6839,-12.3582,71838244436.1,3511836483.18,68326407952.92,0,0,0
REMIND-MAgPIE 1.7-3.0,2.0ºC,Middle East + Africa,ResidentialCommercial,EJ/yr,2060,37.9554,49.5431,-11.5877,95495960210,4828910377.43,90667049832.57,0,0,0
REMIND-MAgPIE 1.7-3.0,2.0ºC,Middle East + Africa,ResidentialCommercial,EJ/yr,2070,47.852,58.3129,-10.4609,123944057634.36,6035026821.19,117909030813.17,0,0,0
REMIND-MAgPIE 1.7-3.0,2.0ºC,Middle East + Africa,ResidentialCommercial,EJ/yr,2080,59.5479,69.8043,-10.2564,160102018449.32,7466636112,152635382337.32,0,0,0
REMIND-MAgPIE 1.7-3.0,2.0ºC,Middle East + Africa,ResidentialCommercial,EJ/yr,2090,73.6578,83.0571,-9.3993,181350470889.36,10766714872.5,170583756016.86,0,0,0
REMIND-MAgPIE 1.7-3.0,2.0ºC,Middle East + Africa,ResidentialCommercial,EJ/yr,2100,86.8321,94.7425,-7.9104,218568698053.94,14524659133.27,204044038920.67,0,0,0
REMIND-MAgPIE 1.7-3.0,2.0ºC,Middle East + Africa,Transportation,EJ/yr,2020,16.6702,16.6702,0,507445016.29,507445016.29,0,401435099780,401435099780,0
REMIND-MAgPIE 1.7-3.0,2.0ºC,Middle East + Africa,Transportation,EJ/yr,2030,19.1661,21.1245,-1.9584,70296135069.24,709557065.45,69586578003.79,709107276810,576222728070,132884548740
REMIND-MAgPIE 1.7-3.0,2.0ºC,Middle East + Africa,Transportation,EJ/yr,2040,21.8493,26.2706,-4.4213,123389310910.36,2094922670.1,121294388240.26,1094348121020,925935250040,168412870980
REMIND-MAgPIE 1.7-3.0,2.0ºC,Middle East + Africa,Transportation,EJ/yr,2050,24.5545,31.8705,-7.316,190686606325.62,4341750838.05,186344855487.57,1617694983020,1437038962280,180656020740
REMIND-MAgPIE 1.7-3.0,2.0ºC,Middle East + Africa,Transportation,EJ/yr,2060,26.2992,37.5977,-11.2985,255076987431.28,7458446436.19,247618540995.09,2284280862200,2002523286540,281757575660
REMIND-MAgPIE 1.7-3.0,2.0ºC,Middle East + Africa,Transportation,EJ/yr,2070,27.9199,40.9507,-13.0308,307929624829.58,10714131578.21,297215493251.37,2762310548920,2261133230160,501177318760
REMIND-MAgPIE 1.7-3.0,2.0ºC,Middle East + Africa,Transportation,EJ/yr,2080,32.8973,48.9981,-16.1008,386281413179.96,16313011104,369968402075.96,3728724772210,3098310415580,630414356630
REMIND-MAgPIE 1.7-3.0,2.0ºC,Middle East + Africa,Transportation,EJ/yr,2090,36.7372,52.7277,-15.9905,448663778954.64,21702646649.25,426961132305.39,4577662341390,3159161645980,1418500695410
REMIND-MAgPIE 1.7-3.0,2.0ºC,Middle East + Africa,Transportation,EJ/yr,2100,44.2834,61.513,-17.2296,581498608912.31,30971364683,550527244229.31,6023957311990,4329461075910,1694496236080
REMIND-MAgPIE 1.7-3.0,2.0ºC,Latin America,Industry,EJ/yr,2020,14.3952,14.3952,0,113460972.775142,113460972.775142,0,182297303080,182297303080,0
REMIND-MAgPIE 1.7-3.0,2.0ºC,Latin America,Industry,EJ/yr,2030,15.201,17.813,-2.612,14315150534.9357,148269379.834645,14166881155.1011,267808830280,240556531700,27252298580
REMIND-MAgPIE 1.7-3.0,2.0ºC,Latin America,Industry,EJ/yr,2040,17.9274,21.682,-3.7546,11635298428.4316,397630860.901492,11237667567.5301,380418091320,334315520130,46102571190
REMIND-MAgPIE 1.7-3.0,2.0ºC,Latin America,Industry,EJ/yr,2050,21.1811,24.919,-3.7379,9380885896.82493,749157552.352841,8631728344.47209,494190145100,422410635660,71779509440
REMIND-MAgPIE 1.7-3.0,2.0ºC,Latin America,Industry,EJ/yr,2060,24.6633,28.3114,-3.6481,13862067452.9284,1182551787.09102,12679515665.8374,637028612340,530667568630,106361043710
REMIND-MAgPIE 1.7-3.0,2.0ºC,Latin America,Industry,EJ/yr,2070,27.9578,31.3625,-3.4047,20566619778.5842,1823975871.09311,18742643907.4911,765574667580,623284068070,142290599510
REMIND-MAgPIE 1.7-3.0,2.0ºC,Latin America,Industry,EJ/yr,2080,30.7524,34.1763,-3.4239,25462338903.1979,2457598988.67955,23004739914.5183,939270288530,737801309260,201468979270
REMIND-MAgPIE 1.7-3.0,2.0ºC,Latin America,Industry,EJ/yr,2090,32.6672,36.2673,-3.6001,30348168140.1275,3250762791.79954,27097405348.328,991887864370,739471360000,252416504370
REMIND-MAgPIE 1.7-3.0,2.0ºC,Latin America,Industry,EJ/yr,2100,33.8172,36.7588,-2.9416,34003877733.0081,4080982290.31038,29922895442.6977,1106163510220,817730154520,288433355700
REMIND-MAgPIE 1.7-3.0,2.0ºC,Latin America,ResidentialCommercial,EJ/yr,2020,6.7347,6.7347,0,72642101.74,72642101.74,0,0,0,0
REMIND-MAgPIE 1.7-3.0,2.0ºC,Latin America,ResidentialCommercial,EJ/yr,2030,8.218,9.1632,-0.9452,8701516296.66,106766973.21,8594749323.45,0,0,0
REMIND-MAgPIE 1.7-3.0,2.0ºC,Latin America,ResidentialCommercial,EJ/yr,2040,10.302,11.9707,-1.6687,12997301781.2,332022237.45,12665279543.75,0,0,0
REMIND-MAgPIE 1.7-3.0,2.0ºC,Latin America,ResidentialCommercial,EJ/yr,2050,13.189,14.7597,-1.5707,20546359789.14,641277849.96,19905081939.18,0,0,0
REMIND-MAgPIE 1.7-3.0,2.0ºC,Latin America,ResidentialCommercial,EJ/yr,2060,16.2067,17.751,-1.5443,27906993040.5,1125664002.63,26781329037.87,0,0,0
REMIND-MAgPIE 1.7-3.0,2.0ºC,Latin America,ResidentialCommercial,EJ/yr,2070,19.4023,20.9695,-1.5672,35063259062.96,1822213023.72,33241046039.24,0,0,0
REMIND-MAgPIE 1.7-3.0,2.0ºC,Latin America,ResidentialCommercial,EJ/yr,2080,23.4805,24.0115,-0.531,46568144443.62,2744787635.2,43823356808.42,0,0,0
REMIND-MAgPIE 1.7-3.0,2.0ºC,Latin America,ResidentialCommercial,EJ/yr,2090,27.6873,27.002,0.6853,58098448541.88,3955606305.75,54142842236.13,0,0,0
REMIND-MAgPIE 1.7-3.0,2.0ºC,Latin America,ResidentialCommercial,EJ/yr,2100,31.293,29.2988,1.9942,78388348809.78,5653422759.83,72734926049.95,0,0,0
REMIND-MAgPIE 1.7-3.0,2.0ºC,Latin America,Transportation,EJ/yr,2020,12.1895,12.1895,0,372051140.43,372051140.43,0,191450830320,191450830320,0
REMIND-MAgPIE 1.7-3.0,2.0ºC,Latin America,Transportation,EJ/yr,2030,12.813,13.6561,-0.8431,45981418504.71,459493289.83,45521925214.88,271783923540,223277028010,48506895530
REMIND-MAgPIE 1.7-3.0,2.0ºC,Latin America,Transportation,EJ/yr,2040,12.9773,15.6862,-2.7089,64484184394.96,1267437138.6,63216747256.36,390372114430,296670346300,93701768130
REMIND-MAgPIE 1.7-3.0,2.0ºC,Latin America,Transportation,EJ/yr,2050,13.1778,17.0534,-3.8756,68656395375.12,2367139657.71,66289255717.41,428103604800,395902626210,32200978590
REMIND-MAgPIE 1.7-3.0,2.0ºC,Latin America,Transportation,EJ/yr,2060,12.8752,17.7951,-4.9199,52527679129.38,3574922938.27,48952756191.11,481485092480,479256983520,2228108960
REMIND-MAgPIE 1.7-3.0,2.0ºC,Latin America,Transportation,EJ/yr,2070,12.296,17.0457,-4.7497,32667074802.82,4375680256.44,28291394546.38,487058219890,453062284180,33995935710
REMIND-MAgPIE 1.7-3.0,2.0ºC,Latin America,Transportation,EJ/yr,2080,12.5605,17.1559,-4.5954,25815129871.64,5351668337.6,20463461534.04,537437070930,535033989370,2403081560
REMIND-MAgPIE 1.7-3.0,2.0ºC,Latin America,Transportation,EJ/yr,2090,12.0292,16.4529,-4.4237,30341022586.56,6356714685.75,23984307900.81,577053095720,506143979390,70909116330
REMIND-MAgPIE 1.7-3.0,2.0ºC,Latin America,Transportation,EJ/yr,2100,12.6448,17.4617,-4.8169,41753389715.65,8113982958.74,33639406756.91,674611712080,600339595440,74272116640
REMIND-MAgPIE 1.7-3.0,2.0ºC,Central Asia,Industry,EJ/yr,2020,8.9915,8.9915,0,40188126.104169,40188126.104169,0,80859785040,80859785040,0
REMIND-MAgPIE 1.7-3.0,2.0ºC,Central Asia,Industry,EJ/yr,2030,7.235,8.754,-1.519,4390987864.53126,44772708.361321,4346215156.16994,102160109960,92900401410,9259708550
REMIND-MAgPIE 1.7-3.0,2.0ºC,Central Asia,Industry,EJ/yr,2040,6.9794,8.8113,-1.8319,3133156575.13031,105504032.197266,3027652542.93304,126792970020,98637744220,28155225800
REMIND-MAgPIE 1.7-3.0,2.0ºC,Central Asia,Industry,EJ/yr,2050,7.0656,8.6693,-1.6037,2263933195.8943,180309466.253288,2083623729.64101,124273212810,101433048780,22840164030
REMIND-MAgPIE 1.7-3.0,2.0ºC,Central Asia,Industry,EJ/yr,2060,7.1806,8.3342,-1.1536,3184883089.64438,270367174.512273,2914515915.13211,131748428310,115700639920,16047788390
REMIND-MAgPIE 1.7-3.0,2.0ºC,Central Asia,Industry,EJ/yr,2070,7.1179,8.0585,-0.9406,4253362459.80874,374920811.358665,3878441648.45007,148251246090,123964499630,24286746460
REMIND-MAgPIE 1.7-3.0,2.0ºC,Central Asia,Industry,EJ/yr,2080,7.1777,7.936,-0.7583,5182274610.52577,497263483.452273,4685011127.0735,171865069430,138501618820,33363450610
REMIND-MAgPIE 1.7-3.0,2.0ºC,Central Asia,Industry,EJ/yr,2090,7.2987,7.7912,-0.4925,5939505799.15577,633557864.617543,5305947934.53823,168088512000,128037024340,40051487660
REMIND-MAgPIE 1.7-3.0,2.0ºC,Central Asia,Industry,EJ/yr,2100,7.3298,7.6393,-0.3095,6543216767.27832,783555209.434624,5759661557.8437,181183196530,136417041340,44766155190
REMIND-MAgPIE 1.7-3.0,2.0ºC,Central Asia,ResidentialCommercial,EJ/yr,2020,7.0131,7.0131,0,72921932.02,72921932.02,0,0,0,0
REMIND-MAgPIE 1.7-3.0,2.0ºC,Central Asia,ResidentialCommercial,EJ/yr,2030,5.7853,7.0383,-1.253,6026375652.18,72437700.62,5953937951.56,0,0,0
REMIND-MAgPIE 1.7-3.0,2.0ºC,Central Asia,ResidentialCommercial,EJ/yr,2040,5.5483,7.4126,-1.8643,7476227532.4,179145930.3,7297081602.1,0,0,0
REMIND-MAgPIE 1.7-3.0,2.0ºC,Central Asia,ResidentialCommercial,EJ/yr,2050,6.1036,7.6418,-1.5382,9262646876.22,297548907.36,8965097968.86,0,0,0
REMIND-MAgPIE 1.7-3.0,2.0ºC,Central Asia,ResidentialCommercial,EJ/yr,2060,6.2392,7.7098,-1.4706,12977825705.88,474938734.04,12502886971.84,0,0,0
REMIND-MAgPIE 1.7-3.0,2.0ºC,Central Asia,ResidentialCommercial,EJ/yr,2070,6.5261,7.8132,-1.2871,13169346450.36,612988782.39,12556357667.97,0,0,0
REMIND-MAgPIE 1.7-3.0,2.0ºC,Central Asia,ResidentialCommercial,EJ/yr,2080,6.8696,8.0854,-1.2158,14617504526.22,708693856,13908810670.22,0,0,0
REMIND-MAgPIE 1.7-3.0,2.0ºC,Central Asia,ResidentialCommercial,EJ/yr,2090,7.3056,8.2988,-0.9932,11950839646.2,821454345,11129385301.2,0,0,0
REMIND-MAgPIE 1.7-3.0,2.0ºC,Central Asia,ResidentialCommercial,EJ/yr,2100,7.503,8.444,-0.941,13365310817.74,976922054.42,12388388763.32,0,0,0
REMIND-MAgPIE 1.7-3.0,2.0ºC,Central Asia,Transportation,EJ/yr,2020,3.4143,3.4143,0,103040743.03,103040743.03,0,53386520030,53386520030,0
REMIND-MAgPIE 1.7-3.0,2.0ºC,Central Asia,Transportation,EJ/yr,2030,3.2918,3.5697,-0.2779,11509827870.99,114874184.72,11394953686.27,74318407320,67659252390,6659154930
REMIND-MAgPIE 1.7-3.0,2.0ºC,Central Asia,Transportation,EJ/yr,2040,3.2107,3.8497,-0.639,16974237782.48,289523723.25,16684714059.23,87292098700,68626809810,18665288890
REMIND-MAgPIE 1.7-3.0,2.0ºC,Central Asia,Transportation,EJ/yr,2050,2.964,4.063,-1.099,21427722571.98,523203576.75,20904518995.23,94136805040,72887270920,21249534120
REMIND-MAgPIE 1.7-3.0,2.0ºC,Central Asia,Transportation,EJ/yr,2060,2.6052,4.1762,-1.571,22312544744.84,800459012.86,21512085731.98,103792406960,87891544860,15900862100
REMIND-MAgPIE 1.7-3.0,2.0ºC,Central Asia,Transportation,EJ/yr,2070,2.372,4.084,-1.712,20300616554.74,1065148481.51,19235468073.23,104050317450,90615894360,13434423090
REMIND-MAgPIE 1.7-3.0,2.0ºC,Central Asia,Transportation,EJ/yr,2080,2.3435,4.1804,-1.8369,16000164763.96,1404717787.2,14595446976.76,120577349500,117047315180,3530034320
REMIND-MAgPIE 1.7-3.0,2.0ºC,Central Asia,Transportation,EJ/yr,2090,2.3041,3.7213,-1.4172,12523117125.24,1397291863.5,11125825261.74,116130477250,98978731120,17151746130
