Model,Scenario,Region,Sector,Unit,Year,Value,Value baseline,Value_diff,Direct Emissions Costs,Direct baseline,Direct Emission Costs diff,Indirect Emission Costs,Ind baseline,Indirect Emissions Costs diff
REMIND-MAgPIE 1.7-3.0,2.0ºC,Central Asia,Transportation,EJ/yr,2100,2.5999,3.8247,-1.2248,11141925979.5,1656639686.35,9485286293.15,137012287270,117236214930,19776072340
REMIND-MAgPIE 1.7-3.0,2.0ºC,OECD90 + EU,Industry,EJ/yr,2020,51.0982,51.0982,0,2765446178.77463,2761404663.52537,4041515.24925995,2726196056550,2726196056550,0
REMIND-MAgPIE 1.7-3.0,2.0ºC,OECD90 + EU,Industry,EJ/yr,2030,49.1347,52.976,-3.8413,44470047072.1366,3207064254.80015,41262982817.3364,3766623303480,3244758453240,521864850240
REMIND-MAgPIE 1.7-3.0,2.0ºC,OECD90 + EU,Industry,EJ/yr,2040,51.2662,57.1128,-5.8466,32807561839.9856,3840047797.8946,28967514042.091,4365510974820,3659752814150,705758160670
REMIND-MAgPIE 1.7-3.0,2.0ºC,OECD90 + EU,Industry,EJ/yr,2050,53.1387,60.0653,-6.9266,24667793353.2059,4551574112.40683,20116219240.7991,5047781960420,4124591699700,923190260720
REMIND-MAgPIE 1.7-3.0,2.0ºC,OECD90 + EU,Industry,EJ/yr,2060,55.8137,62.6623,-6.8486,35426604725.8304,5371929142.12515,30054675583.7052,5707436757960,4530681427530,1176755330430
REMIND-MAgPIE 1.7-3.0,2.0ºC,OECD90 + EU,Industry,EJ/yr,2070,58.6582,64.9908,-6.3326,48255727056.2453,6265774392.31912,41989952663.9262,6314635350060,5013388376800,1301246973260
REMIND-MAgPIE 1.7-3.0,2.0ºC,OECD90 + EU,Industry,EJ/yr,2080,61.4767,67.5081,-6.0314,59646208365.7689,7226725250.59082,52419483115.1781,7044693090300,5451111865650,1593581224650
REMIND-MAgPIE 1.7-3.0,2.0ºC,OECD90 + EU,Industry,EJ/yr,2090,65.0876,68.2688,-3.1812,69447385094.2307,8242821140.02242,61204563954.2083,6936138688040,5129879216050,1806259471990
REMIND-MAgPIE 1.7-3.0,2.0ºC,OECD90 + EU,Industry,EJ/yr,2100,67.4115,69.2451,-1.8336,77658749966.4988,9302539248.96784,68356210717.531,7528137905960,5481062553280,2047075352680
REMIND-MAgPIE 1.7-3.0,2.0ºC,OECD90 + EU,ResidentialCommercial,EJ/yr,2020,56.2711,56.2711,0,5340163359.34782,5332359066.56644,7804292.78138065,0,0,0
REMIND-MAgPIE 1.7-3.0,2.0ºC,OECD90 + EU,ResidentialCommercial,EJ/yr,2030,55.6977,60.1816,-4.4839,81373640713.59,5806962626.95314,75566678086.6369,0,0,0
REMIND-MAgPIE 1.7-3.0,2.0ºC,OECD90 + EU,ResidentialCommercial,EJ/yr,2040,57.795,65.0712,-7.2762,106210622690.04,6996246075.68428,99214376614.3557,0,0,0
REMIND-MAgPIE 1.7-3.0,2.0ºC,OECD90 + EU,ResidentialCommercial,EJ/yr,2050,60.9614,68.8954,-7.934,135183987692.58,8031683577.87074,127152304114.709,0,0,0
REMIND-MAgPIE 1.7-3.0,2.0ºC,OECD90 + EU,ResidentialCommercial,EJ/yr,2060,65.1052,72.5139,-7.4087,162098052138.82,9428488318.68731,152669563820.133,0,0,0
REMIND-MAgPIE 1.7-3.0,2.0ºC,OECD90 + EU,ResidentialCommercial,EJ/yr,2070,68.9839,75.5971,-6.6132,169752302918.38,10967874109.0722,158784428809.308,0,0,0
REMIND-MAgPIE 1.7-3.0,2.0ºC,OECD90 + EU,ResidentialCommercial,EJ/yr,2080,72.2327,78.8127,-6.58,192422300591.32,12887451248.2111,179534849343.109,0,0,0
REMIND-MAgPIE 1.7-3.0,2.0ºC,OECD90 + EU,ResidentialCommercial,EJ/yr,2090,76.148,79.7784,-3.6304,196081865094.24,14189315149.4981,181892549944.742,0,0,0
REMIND-MAgPIE 1.7-3.0,2.0ºC,OECD90 + EU,ResidentialCommercial,EJ/yr,2100,78.2298,80.5532,-2.3234,224527995271.64,15791157969.9,208736837301.74,0,0,0
REMIND-MAgPIE 1.7-3.0,2.0ºC,OECD90 + EU,Transportation,EJ/yr,2020,52.5555,52.5555,0,11290592523.5512,11274092075.1942,16500448.3570004,3280066236340,3280066236340,0
REMIND-MAgPIE 1.7-3.0,2.0ºC,OECD90 + EU,Transportation,EJ/yr,2030,54.459,53.8827,0.5763,196179380563.74,12722997807.4955,183456382756.244,4876108197160,3950536116270,925572080890
REMIND-MAgPIE 1.7-3.0,2.0ºC,OECD90 + EU,Transportation,EJ/yr,2040,53.1224,55.8791,-2.7567,276339958631,15076554179.4408,261263404451.559,5781929578700,4406661385960,1375268192740
REMIND-MAgPIE 1.7-3.0,2.0ºC,OECD90 + EU,Transportation,EJ/yr,2050,52.7941,57.5069,-4.7128,344905318576.68,17539415363.914,327365903212.766,7047160402120,5377786804750,1669373597370
REMIND-MAgPIE 1.7-3.0,2.0ºC,OECD90 + EU,Transportation,EJ/yr,2060,54.6123,57.9336,-3.3213,408344593525.54,19354051536.1995,388990541989.34,8700066159160,6433252988530,2266813170630
REMIND-MAgPIE 1.7-3.0,2.0ºC,OECD90 + EU,Transportation,EJ/yr,2070,54.8725,56.6636,-1.7911,375761536025.62,19754825380.3108,356006710645.309,10011338765280,6746987145760,3264351619520
REMIND-MAgPIE 1.7-3.0,2.0ºC,OECD90 + EU,Transportation,EJ/yr,2080,57.018,59.4675,-2.4495,321095475121.96,21029942125.8013,300065532996.159,12177005690790,7663744680310,4513261010480
REMIND-MAgPIE 1.7-3.0,2.0ºC,OECD90 + EU,Transportation,EJ/yr,2090,56.5647,57.1995,-0.6348,321712517518.56,20164516686.4403,301548000832.12,12977489437020,6760470371170,6217019065850
REMIND-MAgPIE 1.7-3.0,2.0ºC,OECD90 + EU,Transportation,EJ/yr,2100,59.0677,60.4509,-1.3832,336630771698.39,21783006389.79,314847765308.6,14972376584590,7875936774620,7096439809970
REMIND-MAgPIE 1.7-3.0,1.5ºC,World,Industry,EJ/yr,2020,181.7127,181.7127,0,6464500188.78562,6464500188.78562,0,2240095324410,2240095324410,0
REMIND-MAgPIE 1.7-3.0,1.5ºC,World,Industry,EJ/yr,2030,177.7668,217.3907,-39.6239,384408398159.452,6753669952.16932,377654728207.283,3648524153940,2899744271670,748779882270
REMIND-MAgPIE 1.7-3.0,1.5ºC,World,Industry,EJ/yr,2040,202.257,259.4227,-57.1657,284463521036.057,9387725449.56392,275075795586.493,4779331903600,3575766322200,1203565581400
REMIND-MAgPIE 1.7-3.0,1.5ºC,World,Industry,EJ/yr,2050,235.8967,294.0438,-58.1471,201823723313.129,13052745820.2273,188770977492.902,5899529566930,4190310555310,1709219011620
REMIND-MAgPIE 1.7-3.0,1.5ºC,World,Industry,EJ/yr,2060,261.5827,323.8795,-62.2968,282115589665.209,17557842988.1606,264557746677.048,7397580522730,4996135571780,2401444950950
REMIND-MAgPIE 1.7-3.0,1.5ºC,World,Industry,EJ/yr,2070,286.8077,347.5915,-60.7838,373976432942.92,23384165248.0526,350592267694.867,9027270264680,6118913380900,2908356883780
REMIND-MAgPIE 1.7-3.0,1.5ºC,World,Industry,EJ/yr,2080,315.1139,374.3071,-59.1932,453507543125.306,30233000318.2266,423274542807.079,10932002250600,6670869434000,4261132816600
REMIND-MAgPIE 1.7-3.0,1.5ºC,World,Industry,EJ/yr,2090,343.3307,393.0884,-49.7577,552144615138.345,40717071751.3219,511427543387.023,11672894331160,6640385785440,5032508545720
REMIND-MAgPIE 1.7-3.0,1.5ºC,World,Industry,EJ/yr,2100,364.8209,404.6012,-39.7803,608571306312.589,50474923728.8685,558096382583.72,13002108743490,7536012936830,5466095806660
REMIND-MAgPIE 1.7-3.0,1.5ºC,World,ResidentialCommercial,EJ/yr,2020,138.524,138.524,0,5490000213.63,5490000213.63,0,0,0,0
REMIND-MAgPIE 1.7-3.0,1.5ºC,World,ResidentialCommercial,EJ/yr,2030,133.1629,165.9401,-32.7772,291057595093.2,6490887718,284566707375.2,0,0,0
REMIND-MAgPIE 1.7-3.0,1.5ºC,World,ResidentialCommercial,EJ/yr,2040,154.2444,199.6712,-45.4268,389675951520.9,10663561982.4,379012389538.5,0,0,0
REMIND-MAgPIE 1.7-3.0,1.5ºC,World,ResidentialCommercial,EJ/yr,2050,189.1471,226.6979,-37.5508,454282916281.5,15567041670,438715874611.5,0,0,0
REMIND-MAgPIE 1.7-3.0,1.5ºC,World,ResidentialCommercial,EJ/yr,2060,217.8622,251.388,-33.5258,484988647298.58,20475408391.2,464513238907.38,0,0,0
REMIND-MAgPIE 1.7-3.0,1.5ºC,World,ResidentialCommercial,EJ/yr,2070,243.6585,276.0094,-32.3509,536610244946.6,26329194637.2,510281050309.4,0,0,0
REMIND-MAgPIE 1.7-3.0,1.5ºC,World,ResidentialCommercial,EJ/yr,2080,271.6401,303.8516,-32.2115,643252429886.4,33479803427.4,609772626459,0,0,0
REMIND-MAgPIE 1.7-3.0,1.5ºC,World,ResidentialCommercial,EJ/yr,2090,301.102,328.7098,-27.6078,710241674352.98,42834293028.8,667407381324.18,0,0,0
REMIND-MAgPIE 1.7-3.0,1.5ºC,World,ResidentialCommercial,EJ/yr,2100,325.6773,349.9746,-24.2973,802841212584.6,54546283761.5,748294928823.1,0,0,0
REMIND-MAgPIE 1.7-3.0,1.5ºC,World,Transportation,EJ/yr,2020,118.6948,118.6948,0,14233993370.6,14233993370.6,0,1812462338220,1812462338220,0
REMIND-MAgPIE 1.7-3.0,1.5ºC,World,Transportation,EJ/yr,2030,128.5588,137.5115,-8.9527,950868798685,16454109700,934414688985,3200790397120,2337606930280,863183466840
REMIND-MAgPIE 1.7-3.0,1.5ºC,World,Transportation,EJ/yr,2040,128.8719,157.7641,-28.8922,1351200359040.2,25481672248,1325718686792.2,3996939332320,2702638960720,1294300371600
REMIND-MAgPIE 1.7-3.0,1.5ºC,World,Transportation,EJ/yr,2050,125.7088,172.067,-46.3582,1643472024271.4,36906722040,1606565302231.4,4539654705120,3456020841820,1083633863300
REMIND-MAgPIE 1.7-3.0,1.5ºC,World,Transportation,EJ/yr,2060,118.9906,180.5953,-61.6047,1817818018310.7,50722202917,1767095815393.7,5512336718560,4186703046770,1325633671790
REMIND-MAgPIE 1.7-3.0,1.5ºC,World,Transportation,EJ/yr,2070,114.1638,178.7431,-64.5793,1771529564126.3,64493885648,1707035678478.3,6351317494830,4367503969800,1983813525030
REMIND-MAgPIE 1.7-3.0,1.5ºC,World,Transportation,EJ/yr,2080,121.0461,191.073,-70.0269,1785823603685.4,86630398140,1699193205545.4,7907979108950,5177771794540,2730207314410
REMIND-MAgPIE 1.7-3.0,1.5ºC,World,Transportation,EJ/yr,2090,118.5842,186.6324,-68.0482,1953386729063,107127689357,1846259039706,8615526574200,4763405253740,3852121320460
REMIND-MAgPIE 1.7-3.0,1.5ºC,World,Transportation,EJ/yr,2100,130.3496,201.5511,-71.2015,2256949238919,138229571937,2118719666982,10215883258500,5823650931500,4392232327000
REMIND-MAgPIE 1.7-3.0,1.5ºC,Asia (No Japan),Industry,EJ/yr,2020,86.6998,86.6998,0,1959403646.4954,1951762216.15674,7641430.33866,3327289197480,3327289197480,0
REMIND-MAgPIE 1.7-3.0,1.5ºC,Asia (No Japan),Industry,EJ/yr,2030,89.3977,109.5913,-20.1936,241281605554.662,2171782339.58527,239109823215.077,5748517194270,4209625844220,1538891350050
REMIND-MAgPIE 1.7-3.0,1.5ºC,Asia (No Japan),Industry,EJ/yr,2040,104.7208,134.4904,-29.7696,173940992702.4,4074228545.76528,169866764156.635,7515979881900,5049548958700,2466430923200
REMIND-MAgPIE 1.7-3.0,1.5ºC,Asia (No Japan),Industry,EJ/yr,2050,119.6575,152.301,-32.6435,120634720774.01,6487849687.80413,114146871086.206,9370588718890,5045005558370,4325583160520
REMIND-MAgPIE 1.7-3.0,1.5ºC,Asia (No Japan),Industry,EJ/yr,2060,127.3944,164.2355,-36.8411,164626323294.781,9236165285.10273,155390158009.678,11464103079770,5919049487300,5545053592470
REMIND-MAgPIE 1.7-3.0,1.5ºC,Asia (No Japan),Industry,EJ/yr,2070,134.3278,171.0523,-36.7245,208411022805.277,12319643373.4314,196091379431.846,13772838247080,8323528785830,5449309461250
REMIND-MAgPIE 1.7-3.0,1.5ºC,Asia (No Japan),Industry,EJ/yr,2080,140.9346,179.5727,-38.6381,245710790421.713,15927083887.9657,229783706533.747,16294053373100,7645017548820,8649035824280
REMIND-MAgPIE 1.7-3.0,1.5ºC,Asia (No Japan),Industry,EJ/yr,2090,147.5733,184.0905,-36.5172,281748292269.276,20559165953.4584,261189126315.818,16961190366920,7683448584700,9277741782220
REMIND-MAgPIE 1.7-3.0,1.5ºC,Asia (No Japan),Industry,EJ/yr,2100,153.868,187.9601,-34.0921,301320317205.069,25140643447.7022,276179673757.367,18772799734550,8599666684930,10173133049620
REMIND-MAgPIE 1.7-3.0,1.5ºC,Asia (No Japan),ResidentialCommercial,EJ/yr,2020,43.3093,43.3093,0,631242916.650099,628781147.844585,2461768.8055141,0,0,0
REMIND-MAgPIE 1.7-3.0,1.5ºC,Asia (No Japan),ResidentialCommercial,EJ/yr,2030,46.3618,58.468,-12.1062,94800587130.86,914554325.528512,93886032805.3315,0,0,0
REMIND-MAgPIE 1.7-3.0,1.5ºC,Asia (No Japan),ResidentialCommercial,EJ/yr,2040,61.3651,78.4341,-17.069,144686346564.21,2434636226.38998,142251710337.82,0,0,0
REMIND-MAgPIE 1.7-3.0,1.5ºC,Asia (No Japan),ResidentialCommercial,EJ/yr,2050,79.3659,92.7169,-13.351,170753283772.31,4334138379.54484,166419145392.765,0,0,0
REMIND-MAgPIE 1.7-3.0,1.5ºC,Asia (No Japan),ResidentialCommercial,EJ/yr,2060,90.4788,103.8707,-13.3919,182367145664.64,6242560534.37388,176124585130.266,0,0,0
REMIND-MAgPIE 1.7-3.0,1.5ºC,Asia (No Japan),ResidentialCommercial,EJ/yr,2070,97.7417,113.3167,-15.575,216301432417.62,8598312483.46823,207703119934.152,0,0,0
REMIND-MAgPIE 1.7-3.0,1.5ºC,Asia (No Japan),ResidentialCommercial,EJ/yr,2080,104.5907,123.1373,-18.5466,263834304301.56,11174831939.7781,252659472361.782,0,0,0
REMIND-MAgPIE 1.7-3.0,1.5ºC,Asia (No Japan),ResidentialCommercial,EJ/yr,2090,111.3079,130.5732,-19.2653,274543446263.24,13957400688.6015,260586045574.638,0,0,0
REMIND-MAgPIE 1.7-3.0,1.5ºC,Asia (No Japan),ResidentialCommercial,EJ/yr,2100,117.212,136.9358,-19.7238,294778651878,17600117879.61,277178533998.39,0,0,0
REMIND-MAgPIE 1.7-3.0,1.5ºC,Asia (No Japan),Transportation,EJ/yr,2020,34.0922,34.0922,0,1637258743.44244,1630873638.12902,6385105.31342006,1655210851080,1655210851080,0
REMIND-MAgPIE 1.7-3.0,1.5ºC,Asia (No Japan),Transportation,EJ/yr,2030,43.6401,45.349,-1.7089,273098132728.46,2332144884.21886,270765987844.241,3336532891080,2340725503260,995807387820
REMIND-MAgPIE 1.7-3.0,1.5ºC,Asia (No Japan),Transportation,EJ/yr,2040,47.8241,56.0807,-8.2566,419268382462.07,5192430227.8411,414075952234.229,4437218840420,2471995796160,1965223044260
REMIND-MAgPIE 1.7-3.0,1.5ºC,Asia (No Japan),Transportation,EJ/yr,2050,47.597,61.6179,-14.0209,515039710476.99,8222948177.92842,506816762299.062,5260364188660,2926493887910,2333870300750
REMIND-MAgPIE 1.7-3.0,1.5ºC,Asia (No Japan),Transportation,EJ/yr,2060,44.6441,63.5281,-18.884,586036808881.02,11183709557.8279,574853099323.192,6482798208860,3302992519260,3179805689600
REMIND-MAgPIE 1.7-3.0,1.5ºC,Asia (No Japan),Transportation,EJ/yr,2070,42.1876,61.8433,-19.6557,633765715276.65,14320954416.3323,619444760860.318,7530377295830,3652616060160,3877761235670
REMIND-MAgPIE 1.7-3.0,1.5ºC,Asia (No Japan),Transportation,EJ/yr,2080,43.4486,65.6849,-22.2363,718541065508.36,19699352911.7154,698841712596.645,9056401037500,4011512732410,5044888305090
REMIND-MAgPIE 1.7-3.0,1.5ºC,Asia (No Japan),Transportation,EJ/yr,2090,41.9504,64.4995,-22.5491,833515781381.36,24069263937.4697,809446517443.89,9616347424520,3828702536880,5787644887640
REMIND-MAgPIE 1.7-3.0,1.5ºC,Asia (No Japan),Transportation,EJ/yr,2100,44.9652,68.6958,-23.7306,1004095068359.7,29318764791.58,974776303568.12,10998695869400,4436761258750,6561934610650
REMIND-MAgPIE 1.7-3.0,1.5ºC,Middle East + Africa,Industry,EJ/yr,2020,20.528,20.528,0,159760411.569609,159760411.569609,0,418570837480,418570837480,0
REMIND-MAgPIE 1.7-3.0,1.5ºC,Middle East + Africa,Industry,EJ/yr,2030,21.0681,28.2565,-7.1884,35301059951.3253,214649293.697493,35086410657.6278,785840770540,639113160870,146727609670
REMIND-MAgPIE 1.7-3.0,1.5ºC,Middle East + Africa,Industry,EJ/yr,2040,25.8442,37.3263,-11.4821,29232813324.4049,584894837.268537,28647918487.1364,1221529895790,987308540760,234221355030
REMIND-MAgPIE 1.7-3.0,1.5ºC,Middle East + Africa,Industry,EJ/yr,2050,35.2279,48.0886,-12.8607,22827446989.9435,1128126895.02799,21699320094.9155,1803443940540,1466232240520,337211700020
REMIND-MAgPIE 1.7-3.0,1.5ºC,Middle East + Africa,Industry,EJ/yr,2060,46.6577,60.3359,-13.6782,34488594625.4244,1856745196.54208,32631849428.8823,2684533149100,2064951590790,619581558310
REMIND-MAgPIE 1.7-3.0,1.5ºC,Middle East + Africa,Industry,EJ/yr,2070,59.1702,72.1273,-12.9571,52918186778.6956,3091473842.96401,49826712935.7316,3628262515350,2677057678290,951204837060
REMIND-MAgPIE 1.7-3.0,1.5ºC,Middle East + Africa,Industry,EJ/yr,2080,73.9208,85.1137,-11.1929,70915569015.2679,4609720470.62386,66305848544.644,4845304212120,3476228036410,1369076175710
REMIND-MAgPIE 1.7-3.0,1.5ºC,Middle East + Africa,Industry,EJ/yr,2090,87.8555,96.6702,-8.8147,112007744553.651,8328674636.18502,103679069917.466,5710885467180,3748528084800,1962357382380
REMIND-MAgPIE 1.7-3.0,1.5ºC,Middle East + Africa,Industry,EJ/yr,2100,97.9555,102.9977,-5.0422,131806433617.743,11167219004.5859,120639214613.157,6619959682930,4391522811440,2228436871490
REMIND-MAgPIE 1.7-3.0,1.5ºC,Middle East + Africa,ResidentialCommercial,EJ/yr,2020,25.1959,25.1959,0,362783950.31,362783950.31,0,0,0,0
REMIND-MAgPIE 1.7-3.0,1.5ºC,Middle East + Africa,ResidentialCommercial,EJ/yr,2030,21.2436,31.0889,-9.8453,48971351502.06,602003332.58,48369348169.48,0,0,0
REMIND-MAgPIE 1.7-3.0,1.5ºC,Middle East + Africa,ResidentialCommercial,EJ/yr,2040,22.7922,36.7825,-13.9903,70157872830.84,1800444929.25,68357427901.59,0,0,0
REMIND-MAgPIE 1.7-3.0,1.5ºC,Middle East + Africa,ResidentialCommercial,EJ/yr,2050,29.5898,42.6839,-13.0941,87490475712.35,3511836483.18,83978639229.17,0,0,0
REMIND-MAgPIE 1.7-3.0,1.5ºC,Middle East + Africa,ResidentialCommercial,EJ/yr,2060,38.4898,49.5431,-11.0533,96529454392.86,4828910377.43,91700544015.43,0,0,0
REMIND-MAgPIE 1.7-3.0,1.5ºC,Middle East + Africa,ResidentialCommercial,EJ/yr,2070,49.2097,58.3129,-9.1032,107124616550.05,6035026821.19,101089589728.86,0,0,0
REMIND-MAgPIE 1.7-3.0,1.5ºC,Middle East + Africa,ResidentialCommercial,EJ/yr,2080,62.2921,69.8043,-7.5122,124497375013.2,7466636112,117030738901.2,0,0,0
REMIND-MAgPIE 1.7-3.0,1.5ºC,Middle East + Africa,ResidentialCommercial,EJ/yr,2090,76.5493,83.0571,-6.5078,140895836816.35,10766714872.5,130129121943.85,0,0,0
REMIND-MAgPIE 1.7-3.0,1.5ºC,Middle East + Africa,ResidentialCommercial,EJ/yr,2100,89.5126,94.7425,-5.2299,180556021751.7,14524659133.27,166031362618.43,0,0,0
REMIND-MAgPIE 1.7-3.0,1.5ºC,Middle East + Africa,Transportation,EJ/yr,2020,16.6702,16.6702,0,507445016.29,507445016.29,0,401435099780,401435099780,0
REMIND-MAgPIE 1.7-3.0,1.5ºC,Middle East + Africa,Transportation,EJ/yr,2030,18.3639,21.1245,-2.7606,114114393092.18,709557065.45,113404836026.73,786967523250,576222728070,210744795180
REMIND-MAgPIE 1.7-3.0,1.5ºC,Middle East + Africa,Transportation,EJ/yr,2040,19.9016,26.2706,-6.369,181958516987.17,2094922670.1,179863594317.07,1159101524930,925935250040,233166274890
REMIND-MAgPIE 1.7-3.0,1.5ºC,Middle East + Africa,Transportation,EJ/yr,2050,21.4203,31.8705,-10.4502,235174091678,4341750838.05,230832340839.95,1597291100450,1437038962280,160252138170
REMIND-MAgPIE 1.7-3.0,1.5ºC,Middle East + Africa,Transportation,EJ/yr,2060,22.5669,37.5977,-15.0308,242906549687.28,7458446436.19,235448103251.09,2245532047520,2002523286540,243008760980
REMIND-MAgPIE 1.7-3.0,1.5ºC,Middle East + Africa,Transportation,EJ/yr,2070,25.8234,40.9507,-15.1273,269614548157.24,10714131578.21,258900416579.03,3051155852850,2261133230160,790022622690
REMIND-MAgPIE 1.7-3.0,1.5ºC,Middle East + Africa,Transportation,EJ/yr,2080,32.4576,48.9981,-16.5405,352125070909.96,16313011104,335812059805.96,4417892335440,3098310415580,1319581919860
REMIND-MAgPIE 1.7-3.0,1.5ºC,Middle East + Africa,Transportation,EJ/yr,2090,36.6186,52.7277,-16.1091,411986007719.44,21702646649.25,390283361070.19,5693545669840,3159161645980,2534384023860
REMIND-MAgPIE 1.7-3.0,1.5ºC,Middle East + Africa,Transportation,EJ/yr,2100,43.9638,61.513,-17.5492,580144126402.5,30971364683,549172761719.5,7509731532010,4329461075910,3180270456100
REMIND-MAgPIE 1.7-3.0,1.5ºC,Latin America,Industry,EJ/yr,2020,14.3952,14.3952,0,113460972.775142,113460972.775142,0,182297303080,182297303080,0
REMIND-MAgPIE 1.7-3.0,1.5ºC,Latin America,Industry,EJ/yr,2030,14.0196,17.813,-3.7934,24390841876.5569,148269379.834645,24242572496.7223,284444490540,240556531700,43887958840
REMIND-MAgPIE 1.7-3.0,1.5ºC,Latin America,Industry,EJ/yr,2040,16.9374,21.682,-4.7446,19902658090.3625,397630860.901492,19505027229.461,392157197060,334315520130,57841676930
REMIND-MAgPIE 1.7-3.0,1.5ºC,Latin America,Industry,EJ/yr,2050,21.4743,24.919,-3.4447,15238615470.8128,749157552.352841,14489457918.46,500811685920,422410635660,78401050260
REMIND-MAgPIE 1.7-3.0,1.5ºC,Latin America,Industry,EJ/yr,2060,24.5217,28.3114,-3.7897,22078942925.3063,1182551787.09102,20896391138.2153,687798961140,530667568630,157131392510
REMIND-MAgPIE 1.7-3.0,1.5ºC,Latin America,Industry,EJ/yr,2070,27.6026,31.3625,-3.7599,31629185233.2209,1823975871.09311,29805209362.1278,863349228270,623284068070,240065160200
REMIND-MAgPIE 1.7-3.0,1.5ºC,Latin America,Industry,EJ/yr,2080,30.4331,34.1763,-3.7432,38468707516.2451,2457598988.67955,36011108527.5655,1063069082540,737801309260,325267773280
REMIND-MAgPIE 1.7-3.0,1.5ºC,Latin America,Industry,EJ/yr,2090,33.1398,36.2673,-3.1275,45374495841.3321,3250762791.79954,42123733049.5326,1149843388720,739471360000,410372028720
REMIND-MAgPIE 1.7-3.0,1.5ºC,Latin America,Industry,EJ/yr,2100,35.1486,36.7588,-1.6102,50429578118.8008,4080982290.31038,46348595828.4904,1235383736630,817730154520,417653582110
REMIND-MAgPIE 1.7-3.0,1.5ºC,Latin America,ResidentialCommercial,EJ/yr,2020,6.7347,6.7347,0,72642101.74,72642101.74,0,0,0,0
REMIND-MAgPIE 1.7-3.0,1.5ºC,Latin America,ResidentialCommercial,EJ/yr,2030,7.7973,9.1632,-1.3659,11379372236.18,106766973.21,11272605262.97,0,0,0
REMIND-MAgPIE 1.7-3.0,1.5ºC,Latin America,ResidentialCommercial,EJ/yr,2040,9.9467,11.9707,-2.024,17036034180.42,332022237.45,16704011942.97,0,0,0
REMIND-MAgPIE 1.7-3.0,1.5ºC,Latin America,ResidentialCommercial,EJ/yr,2050,13.4049,14.7597,-1.3548,23941163279.19,641277849.96,23299885429.23,0,0,0
REMIND-MAgPIE 1.7-3.0,1.5ºC,Latin America,ResidentialCommercial,EJ/yr,2060,16.5184,17.751,-1.2326,27708576976.71,1125664002.63,26582912974.08,0,0,0
REMIND-MAgPIE 1.7-3.0,1.5ºC,Latin America,ResidentialCommercial,EJ/yr,2070,20.8683,20.9695,-0.1012,32279156337.89,1822213023.72,30456943314.17,0,0,0
REMIND-MAgPIE 1.7-3.0,1.5ºC,Latin America,ResidentialCommercial,EJ/yr,2080,24.6916,24.0115,0.6801,49300554112.2,2744787635.2,46555766477,0,0,0
REMIND-MAgPIE 1.7-3.0,1.5ºC,Latin America,ResidentialCommercial,EJ/yr,2090,28.4219,27.002,1.4199,65295705747.58,3955606305.75,61340099441.83,0,0,0
REMIND-MAgPIE 1.7-3.0,1.5ºC,Latin America,ResidentialCommercial,EJ/yr,2100,32.6082,29.2988,3.3094,78307663907.4,5653422759.83,72654241147.57,0,0,0
REMIND-MAgPIE 1.7-3.0,1.5ºC,Latin America,Transportation,EJ/yr,2020,12.1895,12.1895,0,372051140.43,372051140.43,0,191450830320,191450830320,0
REMIND-MAgPIE 1.7-3.0,1.5ºC,Latin America,Transportation,EJ/yr,2030,12.0729,13.6561,-1.5832,72107682288.98,459493289.83,71648188999.15,305810321470,223277028010,82533293460
REMIND-MAgPIE 1.7-3.0,1.5ºC,Latin America,Transportation,EJ/yr,2040,11.9318,15.6862,-3.7544,88910975622.06,1267437138.6,87643538483.46,382302554860,296670346300,85632208560
REMIND-MAgPIE 1.7-3.0,1.5ºC,Latin America,Transportation,EJ/yr,2050,11.8746,17.0534,-5.1788,82203252549.39,2367139657.71,79836112891.68,387631493800,395902626210,-8271132410
REMIND-MAgPIE 1.7-3.0,1.5ºC,Latin America,Transportation,EJ/yr,2060,10.8376,17.7951,-6.9575,50100108554.52,3574922938.27,46525185616.25,474393600680,479256983520,-4863382840
REMIND-MAgPIE 1.7-3.0,1.5ºC,Latin America,Transportation,EJ/yr,2070,10.3448,17.0457,-6.7009,28701966609.47,4375680256.44,24326286353.03,506506578210,453062284180,53444294030
REMIND-MAgPIE 1.7-3.0,1.5ºC,Latin America,Transportation,EJ/yr,2080,10.7917,17.1559,-6.3642,42628464886.7,5351668337.6,37276796549.1,610362254880,535033989370,75328265510
REMIND-MAgPIE 1.7-3.0,1.5ºC,Latin America,Transportation,EJ/yr,2090,10.019,16.4529,-6.4339,50123778989.9,6356714685.75,43767064304.15,688477971920,506143979390,182333992530
REMIND-MAgPIE 1.7-3.0,1.5ºC,Latin America,Transportation,EJ/yr,2100,10.9467,17.4617,-6.515,70043845907.4,8113982958.74,61929862948.66,774826319520,600339595440,174486724080
REMIND-MAgPIE 1.7-3.0,1.5ºC,Central Asia,Industry,EJ/yr,2020,8.9915,8.9915,0,40188126.104169,40188126.104169,0,80859785040,80859785040,0
REMIND-MAgPIE 1.7-3.0,1.5ºC,Central Asia,Industry,EJ/yr,2030,6.2644,8.754,-2.4896,7498453068.71301,44772708.361321,7453680360.35169,113241755820,92900401410,20341354410
REMIND-MAgPIE 1.7-3.0,1.5ºC,Central Asia,Industry,EJ/yr,2040,6.1926,8.8113,-2.6187,5351083107.44587,105504032.197266,5245579075.24861,130231495650,98637744220,31593751430
