Model,Scenario,Region,Unit,Year,Value,Enduse,EnergySource
REMIND-MAgPIE 1.7-3.0,NPi_v3,Central Asia,EJ/yr,2060,1.5128,Residential and Commercial,Heat
REMIND-MAgPIE 1.7-3.0,NPi_v3,Central Asia,EJ/yr,2060,0.0009,Residential and Commercial,Hydrogen
REMIND-MAgPIE 1.7-3.0,NPi_v3,Central Asia,EJ/yr,2060,0.4576,Residential and Commercial,Liquids
REMIND-MAgPIE 1.7-3.0,NPi_v3,Central Asia,EJ/yr,2060,0.2396,Residential and Commercial,Solids
REMIND-MAgPIE 1.7-3.0,NPi_v3,Central Asia,EJ/yr,2060,0.3449,Transportation,ElectricityTrans
REMIND-MAgPIE 1.7-3.0,NPi_v3,Central Asia,EJ/yr,2060,0,Transportation,GasesTrans
REMIND-MAgPIE 1.7-3.0,NPi_v3,Central Asia,EJ/yr,2060,0.0003,Transportation,HydrogenTrans
REMIND-MAgPIE 1.7-3.0,NPi_v3,Central Asia,EJ/yr,2060,3.831,Transportation,LiquidsTrans
REMIND-MAgPIE 1.7-3.0,NPi_v3,OECD90 + EU,EJ/yr,2060,18.6593,Industry,ElectricityIndus
REMIND-MAgPIE 1.7-3.0,NPi_v3,OECD90 + EU,EJ/yr,2060,15.1958,Industry,GasesIndus
REMIND-MAgPIE 1.7-3.0,NPi_v3,OECD90 + EU,EJ/yr,2060,3.04,Industry,HeatIndus
REMIND-MAgPIE 1.7-3.0,NPi_v3,OECD90 + EU,EJ/yr,2060,2.879,Industry,HydrogenIndus
REMIND-MAgPIE 1.7-3.0,NPi_v3,OECD90 + EU,EJ/yr,2060,14.6964,Industry,LiquidsIndus
REMIND-MAgPIE 1.7-3.0,NPi_v3,OECD90 + EU,EJ/yr,2060,8.1918,Industry,SolidsIndus
REMIND-MAgPIE 1.7-3.0,NPi_v3,OECD90 + EU,EJ/yr,2060,41.0164,Residential and Commercial,Electricity
REMIND-MAgPIE 1.7-3.0,NPi_v3,OECD90 + EU,EJ/yr,2060,21.8074,Residential and Commercial,Gases
REMIND-MAgPIE 1.7-3.0,NPi_v3,OECD90 + EU,EJ/yr,2060,2.6767,Residential and Commercial,Heat
REMIND-MAgPIE 1.7-3.0,NPi_v3,OECD90 + EU,EJ/yr,2060,0.0096,Residential and Commercial,Hydrogen
REMIND-MAgPIE 1.7-3.0,NPi_v3,OECD90 + EU,EJ/yr,2060,2.9803,Residential and Commercial,Liquids
REMIND-MAgPIE 1.7-3.0,NPi_v3,OECD90 + EU,EJ/yr,2060,4.0235,Residential and Commercial,Solids
REMIND-MAgPIE 1.7-3.0,NPi_v3,OECD90 + EU,EJ/yr,2060,4.6401,Transportation,ElectricityTrans
REMIND-MAgPIE 1.7-3.0,NPi_v3,OECD90 + EU,EJ/yr,2060,0.3976,Transportation,GasesTrans
REMIND-MAgPIE 1.7-3.0,NPi_v3,OECD90 + EU,EJ/yr,2060,0.0063,Transportation,HydrogenTrans
REMIND-MAgPIE 1.7-3.0,NPi_v3,OECD90 + EU,EJ/yr,2060,52.8896,Transportation,LiquidsTrans
REMIND-MAgPIE 1.7-3.0,NPi_v3,World,EJ/yr,2070,108.6111,Industry,ElectricityIndus
REMIND-MAgPIE 1.7-3.0,NPi_v3,World,EJ/yr,2070,84.9453,Industry,GasesIndus
REMIND-MAgPIE 1.7-3.0,NPi_v3,World,EJ/yr,2070,8.1666,Industry,HeatIndus
REMIND-MAgPIE 1.7-3.0,NPi_v3,World,EJ/yr,2070,13.8136,Industry,HydrogenIndus
REMIND-MAgPIE 1.7-3.0,NPi_v3,World,EJ/yr,2070,80.7764,Industry,LiquidsIndus
REMIND-MAgPIE 1.7-3.0,NPi_v3,World,EJ/yr,2070,51.2785,Industry,SolidsIndus
REMIND-MAgPIE 1.7-3.0,NPi_v3,World,EJ/yr,2070,176.9778,Residential and Commercial,Electricity
REMIND-MAgPIE 1.7-3.0,NPi_v3,World,EJ/yr,2070,59.3248,Residential and Commercial,Gases
REMIND-MAgPIE 1.7-3.0,NPi_v3,World,EJ/yr,2070,7.4089,Residential and Commercial,Heat
REMIND-MAgPIE 1.7-3.0,NPi_v3,World,EJ/yr,2070,0.0455,Residential and Commercial,Hydrogen
REMIND-MAgPIE 1.7-3.0,NPi_v3,World,EJ/yr,2070,15.9451,Residential and Commercial,Liquids
REMIND-MAgPIE 1.7-3.0,NPi_v3,World,EJ/yr,2070,16.3073,Residential and Commercial,Solids
REMIND-MAgPIE 1.7-3.0,NPi_v3,World,EJ/yr,2070,20.124,Transportation,ElectricityTrans
REMIND-MAgPIE 1.7-3.0,NPi_v3,World,EJ/yr,2070,0,Transportation,GasesTrans
REMIND-MAgPIE 1.7-3.0,NPi_v3,World,EJ/yr,2070,0.0181,Transportation,HydrogenTrans
REMIND-MAgPIE 1.7-3.0,NPi_v3,World,EJ/yr,2070,158.601,Transportation,LiquidsTrans
REMIND-MAgPIE 1.7-3.0,NPi_v3,Asia (No Japan),EJ/yr,2070,56.6337,Industry,ElectricityIndus
REMIND-MAgPIE 1.7-3.0,NPi_v3,Asia (No Japan),EJ/yr,2070,38.6026,Industry,GasesIndus
REMIND-MAgPIE 1.7-3.0,NPi_v3,Asia (No Japan),EJ/yr,2070,3.3074,Industry,HeatIndus
REMIND-MAgPIE 1.7-3.0,NPi_v3,Asia (No Japan),EJ/yr,2070,6.013,Industry,HydrogenIndus
REMIND-MAgPIE 1.7-3.0,NPi_v3,Asia (No Japan),EJ/yr,2070,38.8455,Industry,LiquidsIndus
REMIND-MAgPIE 1.7-3.0,NPi_v3,Asia (No Japan),EJ/yr,2070,27.6501,Industry,SolidsIndus
REMIND-MAgPIE 1.7-3.0,NPi_v3,Asia (No Japan),EJ/yr,2070,79.9814,Residential and Commercial,Electricity
REMIND-MAgPIE 1.7-3.0,NPi_v3,Asia (No Japan),EJ/yr,2070,19.4288,Residential and Commercial,Gases
REMIND-MAgPIE 1.7-3.0,NPi_v3,Asia (No Japan),EJ/yr,2070,2.6316,Residential and Commercial,Heat
REMIND-MAgPIE 1.7-3.0,NPi_v3,Asia (No Japan),EJ/yr,2070,0.0199,Residential and Commercial,Hydrogen
REMIND-MAgPIE 1.7-3.0,NPi_v3,Asia (No Japan),EJ/yr,2070,7.1823,Residential and Commercial,Liquids
REMIND-MAgPIE 1.7-3.0,NPi_v3,Asia (No Japan),EJ/yr,2070,4.0727,Residential and Commercial,Solids
REMIND-MAgPIE 1.7-3.0,NPi_v3,Asia (No Japan),EJ/yr,2070,9.7962,Transportation,ElectricityTrans
REMIND-MAgPIE 1.7-3.0,NPi_v3,Asia (No Japan),EJ/yr,2070,0,Transportation,GasesTrans
REMIND-MAgPIE 1.7-3.0,NPi_v3,Asia (No Japan),EJ/yr,2070,0.0068,Transportation,HydrogenTrans
REMIND-MAgPIE 1.7-3.0,NPi_v3,Asia (No Japan),EJ/yr,2070,52.0403,Transportation,LiquidsTrans
REMIND-MAgPIE 1.7-3.0,NPi_v3,Middle East + Africa,EJ/yr,2070,19.517,Industry,ElectricityIndus
REMIND-MAgPIE 1.7-3.0,NPi_v3,Middle East + Africa,EJ/yr,2070,20.3637,Industry,GasesIndus
REMIND-MAgPIE 1.7-3.0,NPi_v3,Middle East + Africa,EJ/yr,2070,0.5323,Industry,HeatIndus
REMIND-MAgPIE 1.7-3.0,NPi_v3,Middle East + Africa,EJ/yr,2070,2.7682,Industry,HydrogenIndus
REMIND-MAgPIE 1.7-3.0,NPi_v3,Middle East + Africa,EJ/yr,2070,18.0894,Industry,LiquidsIndus
REMIND-MAgPIE 1.7-3.0,NPi_v3,Middle East + Africa,EJ/yr,2070,10.8567,Industry,SolidsIndus
REMIND-MAgPIE 1.7-3.0,NPi_v3,Middle East + Africa,EJ/yr,2070,35.4105,Residential and Commercial,Electricity
REMIND-MAgPIE 1.7-3.0,NPi_v3,Middle East + Africa,EJ/yr,2070,11.8062,Residential and Commercial,Gases
REMIND-MAgPIE 1.7-3.0,NPi_v3,Middle East + Africa,EJ/yr,2070,0.0997,Residential and Commercial,Heat
REMIND-MAgPIE 1.7-3.0,NPi_v3,Middle East + Africa,EJ/yr,2070,0.009,Residential and Commercial,Hydrogen
REMIND-MAgPIE 1.7-3.0,NPi_v3,Middle East + Africa,EJ/yr,2070,4.0808,Residential and Commercial,Liquids
REMIND-MAgPIE 1.7-3.0,NPi_v3,Middle East + Africa,EJ/yr,2070,6.9067,Residential and Commercial,Solids
REMIND-MAgPIE 1.7-3.0,NPi_v3,Middle East + Africa,EJ/yr,2070,2.6687,Transportation,ElectricityTrans
REMIND-MAgPIE 1.7-3.0,NPi_v3,Middle East + Africa,EJ/yr,2070,0.1719,Transportation,GasesTrans
REMIND-MAgPIE 1.7-3.0,NPi_v3,Middle East + Africa,EJ/yr,2070,0.0033,Transportation,HydrogenTrans
REMIND-MAgPIE 1.7-3.0,NPi_v3,Middle East + Africa,EJ/yr,2070,38.1068,Transportation,LiquidsTrans
REMIND-MAgPIE 1.7-3.0,NPi_v3,Latin America,EJ/yr,2070,9.8173,Industry,ElectricityIndus
REMIND-MAgPIE 1.7-3.0,NPi_v3,Latin America,EJ/yr,2070,9.0355,Industry,GasesIndus
REMIND-MAgPIE 1.7-3.0,NPi_v3,Latin America,EJ/yr,2070,0.0176,Industry,HeatIndus
REMIND-MAgPIE 1.7-3.0,NPi_v3,Latin America,EJ/yr,2070,1.0613,Industry,HydrogenIndus
REMIND-MAgPIE 1.7-3.0,NPi_v3,Latin America,EJ/yr,2070,7.1226,Industry,LiquidsIndus
REMIND-MAgPIE 1.7-3.0,NPi_v3,Latin America,EJ/yr,2070,4.3082,Industry,SolidsIndus
REMIND-MAgPIE 1.7-3.0,NPi_v3,Latin America,EJ/yr,2070,13.4185,Residential and Commercial,Electricity
REMIND-MAgPIE 1.7-3.0,NPi_v3,Latin America,EJ/yr,2070,4.4404,Residential and Commercial,Gases
REMIND-MAgPIE 1.7-3.0,NPi_v3,Latin America,EJ/yr,2070,0.2608,Residential and Commercial,Heat
REMIND-MAgPIE 1.7-3.0,NPi_v3,Latin America,EJ/yr,2070,0.0035,Residential and Commercial,Hydrogen
REMIND-MAgPIE 1.7-3.0,NPi_v3,Latin America,EJ/yr,2070,1.5114,Residential and Commercial,Liquids
REMIND-MAgPIE 1.7-3.0,NPi_v3,Latin America,EJ/yr,2070,1.3349,Residential and Commercial,Solids
REMIND-MAgPIE 1.7-3.0,NPi_v3,Latin America,EJ/yr,2070,1.0945,Transportation,ElectricityTrans
REMIND-MAgPIE 1.7-3.0,NPi_v3,Latin America,EJ/yr,2070,0,Transportation,GasesTrans
REMIND-MAgPIE 1.7-3.0,NPi_v3,Latin America,EJ/yr,2070,0.0015,Transportation,HydrogenTrans
REMIND-MAgPIE 1.7-3.0,NPi_v3,Latin America,EJ/yr,2070,15.9497,Transportation,LiquidsTrans
REMIND-MAgPIE 1.7-3.0,NPi_v3,Central Asia,EJ/yr,2070,2.0431,Industry,ElectricityIndus
REMIND-MAgPIE 1.7-3.0,NPi_v3,Central Asia,EJ/yr,2070,1.6647,Industry,GasesIndus
REMIND-MAgPIE 1.7-3.0,NPi_v3,Central Asia,EJ/yr,2070,1.1427,Industry,HeatIndus
REMIND-MAgPIE 1.7-3.0,NPi_v3,Central Asia,EJ/yr,2070,0.3107,Industry,HydrogenIndus
REMIND-MAgPIE 1.7-3.0,NPi_v3,Central Asia,EJ/yr,2070,2.4576,Industry,LiquidsIndus
REMIND-MAgPIE 1.7-3.0,NPi_v3,Central Asia,EJ/yr,2070,0.4397,Industry,SolidsIndus
REMIND-MAgPIE 1.7-3.0,NPi_v3,Central Asia,EJ/yr,2070,4.0799,Residential and Commercial,Electricity
REMIND-MAgPIE 1.7-3.0,NPi_v3,Central Asia,EJ/yr,2070,1.4801,Residential and Commercial,Gases
REMIND-MAgPIE 1.7-3.0,NPi_v3,Central Asia,EJ/yr,2070,1.4724,Residential and Commercial,Heat
REMIND-MAgPIE 1.7-3.0,NPi_v3,Central Asia,EJ/yr,2070,0.0011,Residential and Commercial,Hydrogen
REMIND-MAgPIE 1.7-3.0,NPi_v3,Central Asia,EJ/yr,2070,0.496,Residential and Commercial,Liquids
REMIND-MAgPIE 1.7-3.0,NPi_v3,Central Asia,EJ/yr,2070,0.2837,Residential and Commercial,Solids
REMIND-MAgPIE 1.7-3.0,NPi_v3,Central Asia,EJ/yr,2070,0.3747,Transportation,ElectricityTrans
REMIND-MAgPIE 1.7-3.0,NPi_v3,Central Asia,EJ/yr,2070,0,Transportation,GasesTrans
REMIND-MAgPIE 1.7-3.0,NPi_v3,Central Asia,EJ/yr,2070,0.0003,Transportation,HydrogenTrans
REMIND-MAgPIE 1.7-3.0,NPi_v3,Central Asia,EJ/yr,2070,3.709,Transportation,LiquidsTrans
REMIND-MAgPIE 1.7-3.0,NPi_v3,OECD90 + EU,EJ/yr,2070,20.6001,Industry,ElectricityIndus
REMIND-MAgPIE 1.7-3.0,NPi_v3,OECD90 + EU,EJ/yr,2070,15.2787,Industry,GasesIndus
REMIND-MAgPIE 1.7-3.0,NPi_v3,OECD90 + EU,EJ/yr,2070,3.1666,Industry,HeatIndus
REMIND-MAgPIE 1.7-3.0,NPi_v3,OECD90 + EU,EJ/yr,2070,3.6603,Industry,HydrogenIndus
REMIND-MAgPIE 1.7-3.0,NPi_v3,OECD90 + EU,EJ/yr,2070,14.2613,Industry,LiquidsIndus
REMIND-MAgPIE 1.7-3.0,NPi_v3,OECD90 + EU,EJ/yr,2070,8.0238,Industry,SolidsIndus
REMIND-MAgPIE 1.7-3.0,NPi_v3,OECD90 + EU,EJ/yr,2070,44.0875,Residential and Commercial,Electricity
REMIND-MAgPIE 1.7-3.0,NPi_v3,OECD90 + EU,EJ/yr,2070,22.1692,Residential and Commercial,Gases
REMIND-MAgPIE 1.7-3.0,NPi_v3,OECD90 + EU,EJ/yr,2070,2.9444,Residential and Commercial,Heat
REMIND-MAgPIE 1.7-3.0,NPi_v3,OECD90 + EU,EJ/yr,2070,0.0119,Residential and Commercial,Hydrogen
REMIND-MAgPIE 1.7-3.0,NPi_v3,OECD90 + EU,EJ/yr,2070,2.6747,Residential and Commercial,Liquids
REMIND-MAgPIE 1.7-3.0,NPi_v3,OECD90 + EU,EJ/yr,2070,3.7094,Residential and Commercial,Solids
REMIND-MAgPIE 1.7-3.0,NPi_v3,OECD90 + EU,EJ/yr,2070,6.19,Transportation,ElectricityTrans
REMIND-MAgPIE 1.7-3.0,NPi_v3,OECD90 + EU,EJ/yr,2070,1.6724,Transportation,GasesTrans
REMIND-MAgPIE 1.7-3.0,NPi_v3,OECD90 + EU,EJ/yr,2070,0.006,Transportation,HydrogenTrans
REMIND-MAgPIE 1.7-3.0,NPi_v3,OECD90 + EU,EJ/yr,2070,48.7952,Transportation,LiquidsTrans
REMIND-MAgPIE 1.7-3.0,NPi_v3,World,EJ/yr,2080,124.5269,Industry,ElectricityIndus
REMIND-MAgPIE 1.7-3.0,NPi_v3,World,EJ/yr,2080,93.6704,Industry,GasesIndus
REMIND-MAgPIE 1.7-3.0,NPi_v3,World,EJ/yr,2080,8.1358,Industry,HeatIndus
REMIND-MAgPIE 1.7-3.0,NPi_v3,World,EJ/yr,2080,18.4705,Industry,HydrogenIndus
REMIND-MAgPIE 1.7-3.0,NPi_v3,World,EJ/yr,2080,77.983,Industry,LiquidsIndus
REMIND-MAgPIE 1.7-3.0,NPi_v3,World,EJ/yr,2080,51.5205,Industry,SolidsIndus
REMIND-MAgPIE 1.7-3.0,NPi_v3,World,EJ/yr,2080,204.6352,Residential and Commercial,Electricity
REMIND-MAgPIE 1.7-3.0,NPi_v3,World,EJ/yr,2080,64.39,Residential and Commercial,Gases
REMIND-MAgPIE 1.7-3.0,NPi_v3,World,EJ/yr,2080,7.8744,Residential and Commercial,Heat
REMIND-MAgPIE 1.7-3.0,NPi_v3,World,EJ/yr,2080,0.0606,Residential and Commercial,Hydrogen
REMIND-MAgPIE 1.7-3.0,NPi_v3,World,EJ/yr,2080,13.7994,Residential and Commercial,Liquids
REMIND-MAgPIE 1.7-3.0,NPi_v3,World,EJ/yr,2080,13.092,Residential and Commercial,Solids
REMIND-MAgPIE 1.7-3.0,NPi_v3,World,EJ/yr,2080,26.8616,Transportation,ElectricityTrans
REMIND-MAgPIE 1.7-3.0,NPi_v3,World,EJ/yr,2080,0,Transportation,GasesTrans
REMIND-MAgPIE 1.7-3.0,NPi_v3,World,EJ/yr,2080,0.4132,Transportation,HydrogenTrans
REMIND-MAgPIE 1.7-3.0,NPi_v3,World,EJ/yr,2080,163.7982,Transportation,LiquidsTrans
REMIND-MAgPIE 1.7-3.0,NPi_v3,Asia (No Japan),EJ/yr,2080,62.5523,Industry,ElectricityIndus
REMIND-MAgPIE 1.7-3.0,NPi_v3,Asia (No Japan),EJ/yr,2080,42.7693,Industry,GasesIndus
REMIND-MAgPIE 1.7-3.0,NPi_v3,Asia (No Japan),EJ/yr,2080,2.8062,Industry,HeatIndus
REMIND-MAgPIE 1.7-3.0,NPi_v3,Asia (No Japan),EJ/yr,2080,7.8031,Industry,HydrogenIndus
REMIND-MAgPIE 1.7-3.0,NPi_v3,Asia (No Japan),EJ/yr,2080,37.0608,Industry,LiquidsIndus
REMIND-MAgPIE 1.7-3.0,NPi_v3,Asia (No Japan),EJ/yr,2080,26.581,Industry,SolidsIndus
REMIND-MAgPIE 1.7-3.0,NPi_v3,Asia (No Japan),EJ/yr,2080,90.5353,Residential and Commercial,Electricity
REMIND-MAgPIE 1.7-3.0,NPi_v3,Asia (No Japan),EJ/yr,2080,20.6374,Residential and Commercial,Gases
REMIND-MAgPIE 1.7-3.0,NPi_v3,Asia (No Japan),EJ/yr,2080,2.6864,Residential and Commercial,Heat
REMIND-MAgPIE 1.7-3.0,NPi_v3,Asia (No Japan),EJ/yr,2080,0.0259,Residential and Commercial,Hydrogen
REMIND-MAgPIE 1.7-3.0,NPi_v3,Asia (No Japan),EJ/yr,2080,6.1238,Residential and Commercial,Liquids
REMIND-MAgPIE 1.7-3.0,NPi_v3,Asia (No Japan),EJ/yr,2080,3.1285,Residential and Commercial,Solids
REMIND-MAgPIE 1.7-3.0,NPi_v3,Asia (No Japan),EJ/yr,2080,11.1497,Transportation,ElectricityTrans
REMIND-MAgPIE 1.7-3.0,NPi_v3,Asia (No Japan),EJ/yr,2080,0,Transportation,GasesTrans
REMIND-MAgPIE 1.7-3.0,NPi_v3,Asia (No Japan),EJ/yr,2080,0.1523,Transportation,HydrogenTrans
REMIND-MAgPIE 1.7-3.0,NPi_v3,Asia (No Japan),EJ/yr,2080,54.3829,Transportation,LiquidsTrans
REMIND-MAgPIE 1.7-3.0,NPi_v3,Middle East + Africa,EJ/yr,2080,25.1623,Industry,ElectricityIndus
REMIND-MAgPIE 1.7-3.0,NPi_v3,Middle East + Africa,EJ/yr,2080,24.1422,Industry,GasesIndus
REMIND-MAgPIE 1.7-3.0,NPi_v3,Middle East + Africa,EJ/yr,2080,0.6073,Industry,HeatIndus
REMIND-MAgPIE 1.7-3.0,NPi_v3,Middle East + Africa,EJ/yr,2080,4.1946,Industry,HydrogenIndus
REMIND-MAgPIE 1.7-3.0,NPi_v3,Middle East + Africa,EJ/yr,2080,19.2165,Industry,LiquidsIndus
REMIND-MAgPIE 1.7-3.0,NPi_v3,Middle East + Africa,EJ/yr,2080,11.7908,Industry,SolidsIndus
REMIND-MAgPIE 1.7-3.0,NPi_v3,Middle East + Africa,EJ/yr,2080,46.9721,Residential and Commercial,Electricity
REMIND-MAgPIE 1.7-3.0,NPi_v3,Middle East + Africa,EJ/yr,2080,14.0455,Residential and Commercial,Gases
REMIND-MAgPIE 1.7-3.0,NPi_v3,Middle East + Africa,EJ/yr,2080,0.0893,Residential and Commercial,Heat
REMIND-MAgPIE 1.7-3.0,NPi_v3,Middle East + Africa,EJ/yr,2080,0.0136,Residential and Commercial,Hydrogen
REMIND-MAgPIE 1.7-3.0,NPi_v3,Middle East + Africa,EJ/yr,2080,3.8102,Residential and Commercial,Liquids
REMIND-MAgPIE 1.7-3.0,NPi_v3,Middle East + Africa,EJ/yr,2080,4.8736,Residential and Commercial,Solids
REMIND-MAgPIE 1.7-3.0,NPi_v3,Middle East + Africa,EJ/yr,2080,4.8474,Transportation,ElectricityTrans
REMIND-MAgPIE 1.7-3.0,NPi_v3,Middle East + Africa,EJ/yr,2080,0.4388,Transportation,GasesTrans
REMIND-MAgPIE 1.7-3.0,NPi_v3,Middle East + Africa,EJ/yr,2080,0.0045,Transportation,HydrogenTrans
REMIND-MAgPIE 1.7-3.0,NPi_v3,Middle East + Africa,EJ/yr,2080,43.7074,Transportation,LiquidsTrans
REMIND-MAgPIE 1.7-3.0,NPi_v3,Latin America,EJ/yr,2080,11.7935,Industry,ElectricityIndus
REMIND-MAgPIE 1.7-3.0,NPi_v3,Latin America,EJ/yr,2080,9.8939,Industry,GasesIndus
REMIND-MAgPIE 1.7-3.0,NPi_v3,Latin America,EJ/yr,2080,0.0188,Industry,HeatIndus
REMIND-MAgPIE 1.7-3.0,NPi_v3,Latin America,EJ/yr,2080,1.4486,Industry,HydrogenIndus
REMIND-MAgPIE 1.7-3.0,NPi_v3,Latin America,EJ/yr,2080,6.3811,Industry,LiquidsIndus
REMIND-MAgPIE 1.7-3.0,NPi_v3,Latin America,EJ/yr,2080,4.6404,Industry,SolidsIndus
REMIND-MAgPIE 1.7-3.0,NPi_v3,Latin America,EJ/yr,2080,15.7578,Residential and Commercial,Electricity
REMIND-MAgPIE 1.7-3.0,NPi_v3,Latin America,EJ/yr,2080,5.5499,Residential and Commercial,Gases
REMIND-MAgPIE 1.7-3.0,NPi_v3,Latin America,EJ/yr,2080,0.2922,Residential and Commercial,Heat
REMIND-MAgPIE 1.7-3.0,NPi_v3,Latin America,EJ/yr,2080,0.0048,Residential and Commercial,Hydrogen
REMIND-MAgPIE 1.7-3.0,NPi_v3,Latin America,EJ/yr,2080,1.192,Residential and Commercial,Liquids
REMIND-MAgPIE 1.7-3.0,NPi_v3,Latin America,EJ/yr,2080,1.2148,Residential and Commercial,Solids
REMIND-MAgPIE 1.7-3.0,NPi_v3,Latin America,EJ/yr,2080,1.9837,Transportation,ElectricityTrans
REMIND-MAgPIE 1.7-3.0,NPi_v3,Latin America,EJ/yr,2080,0,Transportation,GasesTrans
REMIND-MAgPIE 1.7-3.0,NPi_v3,Latin America,EJ/yr,2080,0.0018,Transportation,HydrogenTrans
REMIND-MAgPIE 1.7-3.0,NPi_v3,Latin America,EJ/yr,2080,15.1704,Transportation,LiquidsTrans
REMIND-MAgPIE 1.7-3.0,NPi_v3,Central Asia,EJ/yr,2080,2.2843,Industry,ElectricityIndus
REMIND-MAgPIE 1.7-3.0,NPi_v3,Central Asia,EJ/yr,2080,1.4791,Industry,GasesIndus
REMIND-MAgPIE 1.7-3.0,NPi_v3,Central Asia,EJ/yr,2080,1.1939,Industry,HeatIndus
REMIND-MAgPIE 1.7-3.0,NPi_v3,Central Asia,EJ/yr,2080,0.3891,Industry,HydrogenIndus
REMIND-MAgPIE 1.7-3.0,NPi_v3,Central Asia,EJ/yr,2080,2.0994,Industry,LiquidsIndus
REMIND-MAgPIE 1.7-3.0,NPi_v3,Central Asia,EJ/yr,2080,0.4902,Industry,SolidsIndus
REMIND-MAgPIE 1.7-3.0,NPi_v3,Central Asia,EJ/yr,2080,4.5198,Residential and Commercial,Electricity
REMIND-MAgPIE 1.7-3.0,NPi_v3,Central Asia,EJ/yr,2080,1.3362,Residential and Commercial,Gases
REMIND-MAgPIE 1.7-3.0,NPi_v3,Central Asia,EJ/yr,2080,1.5556,Residential and Commercial,Heat
REMIND-MAgPIE 1.7-3.0,NPi_v3,Central Asia,EJ/yr,2080,0.0013,Residential and Commercial,Hydrogen
REMIND-MAgPIE 1.7-3.0,NPi_v3,Central Asia,EJ/yr,2080,0.3631,Residential and Commercial,Liquids
REMIND-MAgPIE 1.7-3.0,NPi_v3,Central Asia,EJ/yr,2080,0.3094,Residential and Commercial,Solids
REMIND-MAgPIE 1.7-3.0,NPi_v3,Central Asia,EJ/yr,2080,0.4874,Transportation,ElectricityTrans
REMIND-MAgPIE 1.7-3.0,NPi_v3,Central Asia,EJ/yr,2080,0,Transportation,GasesTrans
REMIND-MAgPIE 1.7-3.0,NPi_v3,Central Asia,EJ/yr,2080,0.0004,Transportation,HydrogenTrans
REMIND-MAgPIE 1.7-3.0,NPi_v3,Central Asia,EJ/yr,2080,3.6926,Transportation,LiquidsTrans
REMIND-MAgPIE 1.7-3.0,NPi_v3,OECD90 + EU,EJ/yr,2080,22.7345,Industry,ElectricityIndus
REMIND-MAgPIE 1.7-3.0,NPi_v3,OECD90 + EU,EJ/yr,2080,15.3856,Industry,GasesIndus
REMIND-MAgPIE 1.7-3.0,NPi_v3,OECD90 + EU,EJ/yr,2080,3.5095,Industry,HeatIndus
REMIND-MAgPIE 1.7-3.0,NPi_v3,OECD90 + EU,EJ/yr,2080,4.6352,Industry,HydrogenIndus
REMIND-MAgPIE 1.7-3.0,NPi_v3,OECD90 + EU,EJ/yr,2080,13.2251,Industry,LiquidsIndus
REMIND-MAgPIE 1.7-3.0,NPi_v3,OECD90 + EU,EJ/yr,2080,8.0182,Industry,SolidsIndus
REMIND-MAgPIE 1.7-3.0,NPi_v3,OECD90 + EU,EJ/yr,2080,46.8502,Residential and Commercial,Electricity
REMIND-MAgPIE 1.7-3.0,NPi_v3,OECD90 + EU,EJ/yr,2080,22.821,Residential and Commercial,Gases
REMIND-MAgPIE 1.7-3.0,NPi_v3,OECD90 + EU,EJ/yr,2080,3.2509,Residential and Commercial,Heat
REMIND-MAgPIE 1.7-3.0,NPi_v3,OECD90 + EU,EJ/yr,2080,0.0149,Residential and Commercial,Hydrogen
REMIND-MAgPIE 1.7-3.0,NPi_v3,OECD90 + EU,EJ/yr,2080,2.3102,Residential and Commercial,Liquids
REMIND-MAgPIE 1.7-3.0,NPi_v3,OECD90 + EU,EJ/yr,2080,3.5655,Residential and Commercial,Solids
REMIND-MAgPIE 1.7-3.0,NPi_v3,OECD90 + EU,EJ/yr,2080,8.3933,Transportation,ElectricityTrans
REMIND-MAgPIE 1.7-3.0,NPi_v3,OECD90 + EU,EJ/yr,2080,3.9751,Transportation,GasesTrans
REMIND-MAgPIE 1.7-3.0,NPi_v3,OECD90 + EU,EJ/yr,2080,0.2544,Transportation,HydrogenTrans
REMIND-MAgPIE 1.7-3.0,NPi_v3,OECD90 + EU,EJ/yr,2080,46.8447,Transportation,LiquidsTrans
REMIND-MAgPIE 1.7-3.0,NPi_v3,World,EJ/yr,2090,137.7072,Industry,ElectricityIndus
REMIND-MAgPIE 1.7-3.0,NPi_v3,World,EJ/yr,2090,95.2643,Industry,GasesIndus
REMIND-MAgPIE 1.7-3.0,NPi_v3,World,EJ/yr,2090,8.1201,Industry,HeatIndus
REMIND-MAgPIE 1.7-3.0,NPi_v3,World,EJ/yr,2090,22.7097,Industry,HydrogenIndus
REMIND-MAgPIE 1.7-3.0,NPi_v3,World,EJ/yr,2090,80.2131,Industry,LiquidsIndus
REMIND-MAgPIE 1.7-3.0,NPi_v3,World,EJ/yr,2090,49.074,Industry,SolidsIndus
REMIND-MAgPIE 1.7-3.0,NPi_v3,World,EJ/yr,2090,230.0929,Residential and Commercial,Electricity
REMIND-MAgPIE 1.7-3.0,NPi_v3,World,EJ/yr,2090,64.5788,Residential and Commercial,Gases
REMIND-MAgPIE 1.7-3.0,NPi_v3,World,EJ/yr,2090,9.0435,Residential and Commercial,Heat
REMIND-MAgPIE 1.7-3.0,NPi_v3,World,EJ/yr,2090,0.076,Residential and Commercial,Hydrogen
REMIND-MAgPIE 1.7-3.0,NPi_v3,World,EJ/yr,2090,13.3155,Residential and Commercial,Liquids
